Tanggal,PM 10,PM 2.5,O2,CO,O3,NO2
2023-01-01,47.294117647058826,57.11764705882353,47.8235294117647,9.647058823529411,22.88235294117647,8.647058823529411
2023-01-02,33.473684210526315,42.89473684210526,51.473684210526315,9.210526315789474,24.31578947368421,8.789473684210526
2023-01-03,31.333333333333332,36.375,49.5,9.333333333333334,14.958333333333334,7.666666666666667
2023-01-04,29.526315789473685,39.421052631578945,51.89473684210526,10.68421052631579,14.631578947368421,8.526315789473685
2023-01-05,38.0,51.27272727272727,50.18181818181818,12.272727272727273,25.09090909090909,11.363636363636363
2023-01-06,32.18181818181818,48.04545454545455,45.77272727272727,9.818181818181818,15.681818181818182,7.909090909090909
2023-01-07,24.95,41.4,43.8,10.35,9.1,5.2
2023-01-08,26.791666666666668,45.916666666666664,45.958333333333336,10.75,9.125,4.125
2023-01-09,26.727272727272727,41.0,46.90909090909091,9.636363636363637,11.954545454545455,5.2727272727272725
2023-01-10,35.473684210526315,44.8421052631579,46.73684210526316,11.0,20.05263157894737,7.368421052631579
2023-01-11,40.36842105263158,59.73684210526316,46.578947368421055,13.052631578947368,21.42105263157895,8.0
2023-01-12,53.45,70.8,48.55,11.95,27.65,13.4
2023-01-18,56.42857142857143,75.28571428571429,55.857142857142854,11.571428571428571,9.428571428571429,11.714285714285714
2023-01-19,54.54545454545455,67.81818181818181,53.90909090909091,10.681818181818182,9.272727272727273,10.409090909090908
2023-01-20,42.5625,56.375,50.9375,9.0625,11.625,8.625
2023-01-21,40.95,58.3,29.6,16.2,10.6,18.55
2023-01-22,38.375,50.166666666666664,4.583333333333333,7.541666666666667,11.375,18.583333333333332
2023-01-23,24.304347826086957,28.391304347826086,5.391304347826087,5.434782608695652,13.173913043478262,12.347826086956522
2023-01-24,27.375,38.5,9.625,6.9375,10.1875,18.3125
2023-01-25,29.583333333333332,42.458333333333336,48.291666666666664,6.625,10.25,16.416666666666668
2023-01-26,39.5625,49.4375,47.625,8.1875,11.8125,21.25
2023-01-27,47.42857142857143,56.142857142857146,44.285714285714285,8.761904761904763,19.428571428571427,25.857142857142858
2023-01-28,45.80952380952381,48.714285714285715,41.285714285714285,5.0476190476190474,14.714285714285714,26.19047619047619
2023-01-29,46.04545454545455,59.54545454545455,42.63636363636363,9.181818181818182,18.59090909090909,28.09090909090909
2023-01-30,36.285714285714285,54.142857142857146,44.0,8.857142857142858,19.285714285714285,25.857142857142858
2023-01-31,50.5,66.0,56.3,8.7,15.9,31.0
2023-02-04,54.57142857142857,67.85714285714286,51.57142857142857,6.285714285714286,27.0,23.428571428571427
2023-02-05,47.30434782608695,59.04347826086956,45.52173913043478,5.304347826086956,26.869565217391305,17.043478260869566
2023-02-06,36.73684210526316,52.78947368421053,49.31578947368421,5.894736842105263,16.94736842105263,14.0
2023-02-07,40.94444444444444,51.22222222222222,50.611111111111114,6.388888888888889,15.055555555555555,20.38888888888889
2023-02-08,30.4375,38.0,40.5625,7.875,29.0,23.375
