Tanggal,PM 10,PM 2.5,O2,CO,O3,NO2
2023-01-01,27.705882352941178,48.05882352941177,50.94117647058823,5.176470588235294,16.235294117647058,2.2941176470588234
2023-01-02,24.05263157894737,40.89473684210526,51.0,5.0,16.842105263157894,2.736842105263158
2023-01-03,25.041666666666668,32.875,51.583333333333336,4.208333333333333,15.833333333333334,1.875
2023-01-04,29.473684210526315,40.73684210526316,53.10526315789474,4.894736842105263,14.68421052631579,2.9473684210526314
2023-01-05,40.09090909090909,59.90909090909091,53.18181818181818,10.090909090909092,18.0,6.545454545454546
2023-01-06,47.04545454545455,71.27272727272727,52.13636363636363,9.636363636363637,14.181818181818182,5.409090909090909
2023-01-07,49.55,67.15,51.0,6.6,10.3,3.0
2023-01-08,46.208333333333336,63.958333333333336,50.583333333333336,6.208333333333333,9.5,2.2083333333333335
2023-01-09,47.77272727272727,71.04545454545455,50.95454545454545,8.5,9.545454545454545,4.2727272727272725
2023-01-10,46.94736842105263,66.73684210526316,50.26315789473684,7.631578947368421,8.894736842105264,5.526315789473684
2023-01-11,7.578947368421052,17.842105263157894,0.0,0.0,0.0,0.0
2023-01-12,44.15,71.2,53.6,8.8,22.25,2.5
2023-01-18,55.714285714285715,80.42857142857143,55.42857142857143,9.571428571428571,7.285714285714286,2.2857142857142856
2023-01-19,44.40909090909091,66.31818181818181,55.59090909090909,9.136363636363637,6.181818181818182,2.8181818181818183
2023-01-20,58.25,80.25,52.1875,8.375,7.8125,1.875
2023-01-21,46.5,67.95,53.35,8.95,7.85,1.75
2023-01-22,44.416666666666664,65.16666666666667,53.041666666666664,7.291666666666667,8.166666666666666,1.4166666666666667
2023-01-23,30.869565217391305,53.43478260869565,52.69565217391305,6.0,8.826086956521738,1.0
2023-01-24,23.1875,32.0,52.0,5.0,9.0,0.125
2023-01-25,23.666666666666668,30.291666666666668,52.875,5.083333333333333,9.333333333333334,0.7916666666666666
2023-01-26,40.9375,63.5625,55.8125,8.875,10.625,1.9375
2023-01-27,57.23809523809524,74.95238095238095,56.61904761904762,8.285714285714286,11.571428571428571,2.0952380952380953
2023-01-28,52.23809523809524,70.33333333333333,55.23809523809524,9.285714285714286,10.285714285714286,2.9047619047619047
2023-01-29,53.77272727272727,75.36363636363636,55.54545454545455,11.227272727272727,8.772727272727273,2.590909090909091
2023-01-30,58.857142857142854,77.57142857142857,54.142857142857146,9.0,11.857142857142858,2.0
2023-01-31,66.2,99.9,57.7,10.0,15.5,3.5
2023-02-04,3.0,68.57142857142857,89.0,11.0,10.857142857142858,11.0
2023-02-05,8.565217391304348,62.69565217391305,81.78260869565217,9.826086956521738,11.695652173913043,8.956521739130435
2023-02-06,27.210526315789473,49.421052631578945,56.78947368421053,7.2631578947368425,11.947368421052632,1.7894736842105263
2023-02-07,11.277777777777779,44.388888888888886,43.77777777777778,5.166666666666667,8.166666666666666,2.1666666666666665
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-09,24.772727272727273,40.81818181818182,54.0,7.681818181818182,8.0,3.3181818181818183
2023-02-10,26.0,40.75,52.5,6.75,10.25,1.0
2023-02-11,29.75,44.5,52.75,7.0,9.25,2.0
2023-02-12,23.8,30.4,52.0,7.0,10.2,2.2
2023-02-13,23.333333333333332,30.666666666666668,52.333333333333336,7.333333333333333,8.0,2.0
2023-02-14,25.2,33.9,52.0,6.7,8.8,1.2
2023-02-15,20.666666666666668,35.166666666666664,53.5,6.0,9.0,1.0
2023-02-16,27.714285714285715,46.07142857142857,54.0,6.857142857142857,6.5,1.0714285714285714
2023-02-17,31.333333333333332,44.416666666666664,51.333333333333336,6.916666666666667,9.333333333333334,1.3333333333333333
2023-02-18,43.44444444444444,65.0,17.0,9.222222222222221,14.555555555555555,2.2222222222222223
2023-02-19,49.0,72.18181818181819,13.272727272727273,9.0,14.272727272727273,2.6363636363636362
2023-02-20,45.36363636363637,58.72727272727273,13.0,7.454545454545454,8.727272727272727,1.4545454545454546
2023-02-21,36.0,47.833333333333336,13.0,6.166666666666667,5.583333333333333,0.3333333333333333
2023-02-22,27.727272727272727,40.90909090909091,13.0,6.2727272727272725,8.090909090909092,1.5454545454545454
2023-02-23,36.111111111111114,57.333333333333336,13.333333333333334,8.0,11.222222222222221,3.0
2023-02-24,25.0,48.07142857142857,13.357142857142858,7.428571428571429,15.714285714285714,4.357142857142857
2023-02-25,44.3,59.7,13.8,7.0,16.5,5.1
2023-02-26,33.0,49.46666666666667,13.666666666666666,6.0,17.266666666666666,3.2
2023-02-27,28.6,48.0,13.4,6.0,20.9,3.0
2023-02-28,45.142857142857146,60.714285714285715,14.0,7.0,16.428571428571427,3.857142857142857
2023-03-01,32.083333333333336,43.75,13.416666666666666,6.833333333333333,12.583333333333334,2.5
2023-03-02,25.11111111111111,32.333333333333336,13.333333333333334,7.0,9.11111111111111,2.0
2023-03-03,32.666666666666664,50.111111111111114,14.0,7.0,11.222222222222221,2.5555555555555554
2023-03-04,40.3,55.3,14.0,6.8,12.5,2.9
2023-03-05,39.166666666666664,52.5,14.0,6.083333333333333,10.833333333333334,2.0
2023-03-06,37.36363636363637,55.09090909090909,14.0,6.0,8.363636363636363,1.4545454545454546
2023-03-07,45.63636363636363,67.9090909090909,13.909090909090908,6.545454545454546,9.818181818181818,0.45454545454545453
2023-03-08,58.44444444444444,87.66666666666667,14.333333333333334,7.0,12.666666666666666,2.7777777777777777
2023-03-09,62.5,82.125,16.25,7.75,16.25,8.625
2023-03-10,51.111111111111114,76.0,31.333333333333332,11.0,18.555555555555557,14.444444444444445
2023-03-11,42.25,67.25,35.125,12.25,24.75,10.75
2023-03-12,58.81818181818182,94.18181818181819,38.0,17.90909090909091,23.0,20.454545454545453
2023-03-13,59.0,86.4,38.4,16.5,23.1,12.2
2023-03-14,55.916666666666664,83.33333333333333,39.166666666666664,15.333333333333334,22.333333333333332,10.916666666666666
2023-03-15,38.1,58.7,36.8,10.6,19.2,8.3
2023-03-16,58.0,89.2,36.3,30.0,16.5,23.2
2023-03-17,64.22222222222223,90.88888888888889,35.44444444444444,21.88888888888889,21.88888888888889,19.88888888888889
2023-03-18,52.0,65.75,36.5,13.25,28.625,11.375
2023-03-19,47.888888888888886,69.55555555555556,35.333333333333336,16.444444444444443,26.77777777777778,11.0
2023-04-10,44.6,53.6,33.2,5.6,6.0,3.2
2023-04-11,28.866666666666667,45.6,33.0,3.7333333333333334,6.4,2.3333333333333335
2023-04-12,36.4,52.3,35.0,3.5,6.0,3.1
2023-04-13,43.666666666666664,58.416666666666664,48.666666666666664,3.9166666666666665,8.333333333333334,6.916666666666667
2023-04-14,48.6,63.4,50.7,4.9,10.8,10.8
2023-04-15,45.833333333333336,58.166666666666664,50.083333333333336,6.0,10.25,11.583333333333334
2023-04-16,46.333333333333336,61.333333333333336,49.416666666666664,6.416666666666667,13.416666666666666,10.166666666666666
2023-04-17,42.75,61.666666666666664,48.416666666666664,5.583333333333333,15.416666666666666,8.5
2023-04-18,46.111111111111114,63.22222222222222,51.111111111111114,6.333333333333333,20.11111111111111,11.11111111111111
2023-04-19,51.0,66.54545454545455,48.27272727272727,8.727272727272727,21.181818181818183,12.090909090909092
2023-04-20,46.833333333333336,63.25,48.916666666666664,8.666666666666666,22.416666666666668,10.916666666666666
2023-04-21,49.76923076923077,10.153846153846153,49.38461538461539,10.23076923076923,23.307692307692307,10.76923076923077
2023-05-19,77.0,108.55555555555556,51.44444444444444,6.666666666666667,21.88888888888889,16.666666666666668
2023-05-20,75.0,96.36363636363636,52.54545454545455,7.454545454545454,25.272727272727273,14.818181818181818
2023-05-21,66.54545454545455,89.18181818181819,50.81818181818182,10.363636363636363,24.272727272727273,11.909090909090908
2023-05-22,59.30769230769231,76.3076923076923,49.53846153846154,14.538461538461538,24.23076923076923,11.692307692307692
2023-05-23,36.42857142857143,49.57142857142857,28.571428571428573,6.857142857142857,12.0,5.571428571428571
2023-05-24,86.33333333333333,115.33333333333333,52.0,18.166666666666668,21.833333333333332,23.0
2023-05-25,78.36363636363636,103.72727272727273,51.72727272727273,10.181818181818182,27.545454545454547,16.09090909090909
2023-05-26,68.91666666666667,89.66666666666667,51.0,7.75,30.583333333333332,12.5
2023-05-27,74.0909090909091,99.63636363636364,51.09090909090909,6.7272727272727275,26.818181818181817,12.909090909090908
2023-05-28,79.3076923076923,101.0,50.92307692307692,5.846153846153846,24.076923076923077,16.307692307692307
2023-05-29,77.14285714285714,104.57142857142857,50.57142857142857,11.071428571428571,20.214285714285715,18.428571428571427
2023-05-30,85.38461538461539,109.23076923076923,50.53846153846154,2.769230769230769,22.76923076923077,18.615384615384617
2023-05-31,67.0,85.66666666666667,51.0,6.833333333333333,25.666666666666668,15.166666666666666
2023-06-01,61.625,76.3125,51.0,6.875,26.8125,12.25
2023-06-02,69.86666666666666,92.93333333333334,51.0,8.2,26.4,13.6
2023-06-03,75.0,99.33333333333333,51.0,4.333333333333333,27.0,12.666666666666666
2023-06-09,65.0,85.0,51.0,4.0,20.0,21.0
2023-06-12,63.5,0.0,51.0,4.5,24.5,11.5
2023-06-13,66.0,86.4,51.4,7.2,24.0,13.8
2023-06-14,67.95238095238095,85.61904761904762,51.76190476190476,6.285714285714286,25.523809523809526,11.904761904761905
2023-06-15,61.9375,80.0,52.5,8.5,20.3125,17.5
2023-06-16,66.1,85.85,52.0,6.35,19.05,14.6
2023-06-17,58.09090909090909,72.04545454545455,52.22727272727273,6.181818181818182,13.727272727272727,17.454545454545453
2023-06-18,64.14285714285714,91.64285714285714,53.214285714285715,13.714285714285714,21.214285714285715,20.0
2023-06-19,58.10526315789474,65.57894736842105,52.0,9.105263157894736,19.210526315789473,11.157894736842104
2023-06-20,52.42857142857143,63.04761904761905,52.19047619047619,16.047619047619047,15.428571428571429,19.952380952380953
2023-06-21,63.42857142857143,82.92857142857143,52.07142857142857,11.071428571428571,24.714285714285715,11.857142857142858
2023-06-22,72.88235294117646,95.41176470588235,53.0,15.764705882352942,22.529411764705884,14.058823529411764
2023-06-23,60.714285714285715,76.85714285714286,53.0,9.80952380952381,24.61904761904762,10.714285714285714
2023-06-24,58.92857142857143,76.28571428571429,53.357142857142854,11.0,24.428571428571427,14.571428571428571
2023-06-26,55.214285714285715,66.07142857142857,53.0,14.928571428571429,25.071428571428573,13.857142857142858
2023-06-27,58.857142857142854,71.95238095238095,53.0,11.714285714285714,25.80952380952381,12.761904761904763
2023-06-28,45.23809523809524,57.666666666666664,53.0,9.666666666666666,22.857142857142858,12.952380952380953
2023-06-29,38.0,49.0625,52.4375,7.125,24.3125,8.125
2023-06-30,41.23529411764706,54.23529411764706,52.0,6.117647058823529,26.235294117647058,7.235294117647059
2023-07-01,58.714285714285715,76.04761904761905,52.42857142857143,8.80952380952381,23.333333333333332,12.952380952380953
2023-07-02,62.0,81.55,52.05,9.8,23.9,10.7
2023-07-03,57.45,73.9,52.65,7.85,26.2,11.4
2023-07-04,61.95,72.8,52.3,8.5,26.35,12.65
2023-07-05,9.263157894736842,12.473684210526315,0.0,0.0,0.0,0.5263157894736842
2023-07-06,81.52380952380952,107.19047619047619,52.0,11.714285714285714,29.285714285714285,14.523809523809524
2023-07-07,77.38888888888889,92.94444444444444,53.0,7.0,19.555555555555557,13.88888888888889
2023-07-08,59.285714285714285,69.33333333333333,52.0,9.19047619047619,19.0,16.38095238095238
2023-07-09,47.25,58.3,52.0,8.9,18.0,12.85
2023-07-10,53.2,65.95,53.55,5.7,19.2,11.15
2023-07-11,63.45,78.3,54.0,9.1,20.05,15.25
2023-07-12,67.15,88.25,52.9,8.45,28.25,14.6
2023-07-13,67.33333333333333,81.38888888888889,52.0,5.666666666666667,38.166666666666664,10.11111111111111
2023-07-14,65.04761904761905,77.95238095238095,52.76190476190476,6.476190476190476,28.571428571428573,10.380952380952381
2023-07-15,55.26315789473684,64.36842105263158,53.0,6.105263157894737,25.473684210526315,9.0
2023-07-16,55.05,64.65,52.85,6.45,23.8,9.7
2023-07-17,53.0,64.84210526315789,52.63157894736842,5.578947368421052,26.94736842105263,7.7894736842105265
2023-07-18,66.85714285714286,82.38095238095238,54.0,6.9523809523809526,26.714285714285715,12.285714285714286
2023-07-19,65.6,79.15,53.0,6.0,25.8,10.45
2023-07-20,60.75,72.4,52.25,6.85,29.8,9.75
2023-07-21,72.35,90.0,53.4,9.25,32.9,15.2
2023-07-22,83.0,103.66666666666667,53.38095238095238,9.666666666666666,33.95238095238095,13.19047619047619
2023-07-23,72.3,86.8,53.1,8.15,26.05,14.6
2023-07-24,71.05263157894737,84.26315789473684,53.0,7.0,27.05263157894737,9.789473684210526
2023-07-25,77.2,96.06666666666666,53.93333333333333,5.2,23.333333333333332,14.733333333333333
2023-07-26,78.72727272727273,88.77272727272727,53.0,6.090909090909091,25.363636363636363,13.545454545454545
2023-07-27,81.3,98.05,53.0,7.95,27.15,20.3
2023-07-28,80.9,93.5,53.0,6.35,30.9,17.5
2023-07-29,66.71428571428571,78.80952380952381,53.333333333333336,7.190476190476191,26.952380952380953,13.142857142857142
2023-07-30,69.66666666666667,79.94444444444444,53.0,7.666666666666667,27.666666666666668,11.88888888888889
2023-07-31,64.2,72.7,53.0,8.15,27.05,10.05
2023-08-01,61.9,71.9,54.9,9.7,22.45,13.55
2023-08-02,63.78947368421053,74.57894736842105,53.73684210526316,9.473684210526315,21.210526315789473,12.263157894736842
2023-08-03,71.76190476190476,83.76190476190476,53.0,7.666666666666667,21.142857142857142,12.19047619047619
2023-08-04,68.66666666666667,82.05555555555556,52.833333333333336,8.0,21.72222222222222,11.11111111111111
2023-08-05,66.33333333333333,76.16666666666667,53.0,6.222222222222222,25.333333333333332,10.333333333333334
2023-08-06,68.80952380952381,80.23809523809524,53.0,5.380952380952381,24.714285714285715,11.380952380952381
2023-08-07,86.0,108.11764705882354,53.0,6.0,28.0,15.529411764705882
2023-08-08,76.95,90.3,53.0,6.0,26.35,13.85
2023-08-09,65.6,74.15,53.0,7.75,27.15,9.0
2023-08-10,66.0,76.0,53.0,8.0,29.833333333333332,9.11111111111111
2023-08-11,73.76470588235294,88.82352941176471,53.0,9.0,28.058823529411764,14.352941176470589
2023-08-12,75.85714285714286,94.23809523809524,53.0,8.0,29.19047619047619,14.095238095238095
2023-08-13,70.35,87.05,53.0,8.1,27.0,10.9
2023-08-14,61.9,74.05,53.0,8.05,27.55,8.25
2023-08-15,72.52941176470588,88.47058823529412,53.705882352941174,9.0,27.41176470588235,14.647058823529411
2023-08-16,70.75,83.25,54.0,8.85,30.3,12.4
2023-08-17,65.42105263157895,75.84210526315789,53.63157894736842,7.2631578947368425,25.263157894736842,12.052631578947368
2023-08-18,55.833333333333336,62.27777777777778,53.22222222222222,7.0,24.166666666666668,7.0
2023-08-19,61.61904761904762,74.23809523809524,53.0,6.809523809523809,26.38095238095238,12.0
2023-08-20,67.6875,80.8125,53.375,6.0,27.25,9.0625
2023-08-21,66.0,78.85714285714286,53.0,6.380952380952381,23.714285714285715,9.523809523809524
2023-08-22,69.26315789473684,86.52631578947368,53.0,6.105263157894737,23.68421052631579,12.842105263157896
2023-08-23,67.14285714285714,78.95238095238095,53.0,6.809523809523809,27.714285714285715,8.333333333333334
2023-08-24,69.35,84.8,53.35,7.0,28.7,11.0
2023-08-25,71.2,86.25,54.0,6.0,32.5,9.2
2023-08-26,65.73684210526316,87.0,53.0,5.947368421052632,30.68421052631579,9.526315789473685
2023-08-27,64.65,88.95,53.0,7.35,30.6,10.05
2023-08-28,0.0,75.73684210526316,53.05263157894737,8.157894736842104,30.789473684210527,7.684210526315789
2023-08-29,59.8421052631579,86.47368421052632,54.0,9.105263157894736,25.736842105263158,14.263157894736842
2023-08-30,65.9375,92.875,54.0,10.6875,28.4375,11.3125
2023-08-31,68.45454545454545,92.72727272727273,55.0,9.0,29.181818181818183,11.818181818181818
2023-09-01,68.5625,90.125,54.0625,8.1875,39.4375,13.5
2023-09-02,69.6086956521739,91.56521739130434,54.0,8.0,34.34782608695652,20.652173913043477
2023-09-03,61.15,80.4,54.0,8.0,37.35,9.5
2023-09-04,54.57142857142857,71.21428571428571,53.785714285714285,8.428571428571429,36.357142857142854,6.357142857142857
2023-09-05,57.56521739130435,79.34782608695652,54.0,9.869565217391305,34.08695652173913,8.043478260869565
2023-09-06,60.526315789473685,80.47368421052632,54.63157894736842,10.0,33.68421052631579,9.105263157894736
2023-09-07,69.85714285714286,91.92857142857143,55.0,10.0,34.642857142857146,14.642857142857142
2023-09-08,67.76190476190476,87.33333333333333,54.904761904761905,9.238095238095237,33.42857142857143,11.714285714285714
2023-09-09,61.523809523809526,78.9047619047619,54.23809523809524,6.761904761904762,29.142857142857142,8.571428571428571
2023-09-10,58.05555555555556,70.33333333333333,54.0,7.0,29.77777777777778,5.888888888888889
2023-09-11,57.888888888888886,70.44444444444444,54.0,6.277777777777778,29.055555555555557,4.944444444444445
2023-09-12,55.476190476190474,73.0,53.857142857142854,7.0,21.904761904761905,5.428571428571429
2023-09-13,56.94736842105263,80.3157894736842,53.94736842105263,5.578947368421052,23.157894736842106,5.684210526315789
2023-09-14,55.05,70.55,54.0,7.1,29.95,6.9
2023-09-15,56.26315789473684,75.47368421052632,53.89473684210526,8.0,28.68421052631579,7.157894736842105
2023-09-16,60.05263157894737,83.05263157894737,54.63157894736842,8.578947368421053,29.68421052631579,9.052631578947368
2023-09-17,61.625,77.25,54.0,8.0,27.5625,10.25
2023-09-18,55.65,74.1,53.65,8.0,27.4,12.45
2023-09-19,57.85,77.1,53.7,8.65,29.8,12.4
2023-09-20,62.333333333333336,79.57142857142857,53.285714285714285,9.0,28.523809523809526,14.238095238095237
2023-09-21,60.42857142857143,76.71428571428571,53.42857142857143,8.857142857142858,32.57142857142857,12.0
2023-09-22,57.05,72.15,54.0,7.85,26.35,11.65
2023-09-23,51.611111111111114,66.0,54.0,9.0,28.88888888888889,9.444444444444445
2023-09-24,54.0,65.6842105263158,54.0,9.157894736842104,32.26315789473684,7.526315789473684
2023-09-25,54.89473684210526,71.36842105263158,54.0,9.052631578947368,35.78947368421053,6.631578947368421
2023-09-26,52.94736842105263,67.05263157894737,54.31578947368421,9.052631578947368,29.42105263157895,8.052631578947368
2023-09-27,56.78947368421053,71.84210526315789,55.0,10.0,29.789473684210527,9.631578947368421
2023-09-28,57.05882352941177,72.88235294117646,54.88235294117647,9.176470588235293,29.11764705882353,7.9411764705882355
2023-09-29,61.166666666666664,81.61111111111111,55.0,10.0,29.11111111111111,7.722222222222222
2023-09-30,61.85,81.1,54.15,8.75,31.1,6.2
2023-10-01,68.38888888888889,88.5,54.0,7.333333333333333,37.05555555555556,5.0
2023-10-02,68.54166666666667,87.83333333333333,54.416666666666664,7.0,33.166666666666664,5.125
