Tanggal,PM 10,PM 2.5,O2,CO,O3,NO2
2023-01-01,32.529411764705884,0.0,22.470588235294116,13.0,14.0,1.0
2023-01-02,25.526315789473685,0.0,28.157894736842106,13.421052631578947,16.526315789473685,1.6842105263157894
2023-01-03,23.625,0.0,26.708333333333332,11.583333333333334,15.583333333333334,0.8333333333333334
2023-01-04,24.31578947368421,0.0,29.789473684210527,12.578947368421053,15.105263157894736,1.0526315789473684
2023-01-05,33.63636363636363,0.0,25.545454545454547,20.272727272727273,18.727272727272727,0.7272727272727273
2023-01-06,23.181818181818183,0.0,21.318181818181817,12.0,18.09090909090909,1.0
2023-01-07,19.2,0.0,18.85,10.65,11.8,0.0
2023-01-08,20.125,0.0,22.583333333333332,10.208333333333334,11.708333333333334,0.0
2023-01-09,19.40909090909091,0.0,22.318181818181817,10.045454545454545,15.409090909090908,0.22727272727272727
2023-01-10,25.263157894736842,0.0,23.68421052631579,10.68421052631579,17.157894736842106,0.6842105263157895
2023-01-11,32.10526315789474,0.0,23.105263157894736,15.052631578947368,11.210526315789474,0.0
2023-01-12,41.6,0.0,24.55,18.75,31.65,5.15
2023-01-18,51.285714285714285,0.0,47.0,19.0,23.571428571428573,6.857142857142857
2023-01-19,53.54545454545455,0.0,43.27272727272727,18.727272727272727,24.136363636363637,5.5
2023-01-20,35.1875,0.0,34.1875,12.125,26.0,3.6875
2023-01-21,32.85,0.0,26.65,13.45,22.05,3.3
2023-01-22,27.958333333333332,0.0,26.208333333333332,11.833333333333334,23.083333333333332,3.5833333333333335
2023-01-23,18.26086956521739,0.0,24.391304347826086,9.130434782608695,25.217391304347824,0.7391304347826086
2023-01-24,19.0,0.0,29.75,9.3125,25.625,1.0
2023-01-25,23.5,0.0,40.458333333333336,9.583333333333334,22.708333333333332,2.0416666666666665
2023-01-26,34.8125,0.0,33.6875,13.6875,24.5,4.0625
2023-01-27,36.61904761904762,0.0,28.0,15.571428571428571,27.857142857142858,5.761904761904762
2023-01-28,28.761904761904763,0.0,25.0,16.523809523809526,26.238095238095237,5.428571428571429
2023-01-29,49.27272727272727,0.0,27.954545454545453,27.0,24.636363636363637,4.363636363636363
2023-01-30,38.142857142857146,0.0,25.0,16.857142857142858,24.571428571428573,5.0
2023-01-31,38.5,0.0,46.2,16.5,28.0,8.0
2023-02-04,49.42857142857143,0.0,43.0,20.857142857142858,26.428571428571427,4.0
2023-02-05,39.30434782608695,0.0,30.565217391304348,15.521739130434783,25.608695652173914,4.608695652173913
2023-02-06,30.105263157894736,0.0,34.26315789473684,11.421052631578947,25.263157894736842,2.473684210526316
2023-02-07,27.11111111111111,0.0,35.72222222222222,12.0,25.5,3.7777777777777777
2023-02-08,8.9375,0.0,24.0625,15.9375,25.375,5.625
2023-02-09,19.40909090909091,0.0,23.09090909090909,12.454545454545455,20.272727272727273,3.727272727272727
2023-02-10,17.5,0.0,23.0,11.5,24.0,2.5
2023-02-11,25.75,0.0,23.0,14.75,27.5,3.0
2023-02-12,23.6,0.0,22.0,11.4,24.6,4.4
2023-02-13,26.666666666666668,0.0,21.666666666666668,13.666666666666666,20.333333333333332,3.0
2023-02-14,19.7,0.0,21.2,10.8,21.0,2.4
2023-02-15,13.833333333333334,0.0,21.666666666666668,10.833333333333334,22.333333333333332,2.0
2023-02-16,20.142857142857142,0.0,24.428571428571427,11.428571428571429,21.0,2.7142857142857144
2023-02-17,21.416666666666668,0.0,22.25,10.416666666666666,20.5,8.583333333333334
2023-02-18,43.55555555555556,0.0,17.333333333333332,16.22222222222222,23.444444444444443,16.444444444444443
